event_id,user_id,event_type,event_time,skill_id,resource_id,job_id,score_delta,status,sentiment,user_state,risk_level,detail,schema_version,origin,is_synthetic,source_ids,generated_at,confidence,claim_level,verification_status,last_verified_at,license_scope,is_market_fact,data_split
EVT-G010-24,USER-G010,task_completed,2025-11-05T16:00:00Z,SKILL-022,RES-0004,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-25,USER-G010,skill_practice,2025-11-22T16:00:00Z,SKILL-025,RES-0006,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-26,USER-G010,course_completed,2025-12-09T16:00:00Z,SKILL-048,RES-0001,,6,completed,positive,progressing,low,完成课程并提交学习总结,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-27,USER-G010,project_started,2025-12-26T16:00:00Z,SKILL-001,RES-0541,,0,completed,neutral,active,low,启动实践项目并确认里程碑,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-28,USER-G010,job_viewed,2026-01-12T16:00:00Z,,,JOB-AI-ALG-0008,0,completed,neutral,active,low,查看目标岗位及能力要求,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-29,USER-G010,feedback_submitted,2026-01-29T16:00:00Z,SKILL-019,,,0,completed,neutral,active,low,提交计划难度和推荐相关性反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-30,USER-G010,task_completed,2026-02-15T16:00:00Z,SKILL-022,RES-0428,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-01,USER-G011,onboarding,2024-10-10T16:00:00Z,,,,0,completed,neutral,active,low,完成基础信息和学习约束录入,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-02,USER-G011,skill_assessment,2024-10-27T16:00:00Z,SKILL-049,,,3,completed,positive,progressing,low,完成能力测评并生成可解释证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-03,USER-G011,course_started,2024-11-13T16:00:00Z,SKILL-009,RES-0122,,0,completed,neutral,active,low,开始一项与目标能力相关的课程,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-04,USER-G011,task_completed,2024-11-30T16:00:00Z,SKILL-012,RES-0132,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-05,USER-G011,skill_practice,2024-12-17T16:00:00Z,SKILL-015,RES-0135,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-06,USER-G011,course_completed,2025-01-03T16:00:00Z,SKILL-041,RES-0034,,6,completed,positive,progressing,low,完成课程并提交学习总结,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-07,USER-G011,project_started,2025-01-20T16:00:00Z,SKILL-045,RES-0001,,0,completed,neutral,active,low,启动实践项目并确认里程碑,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-08,USER-G011,job_viewed,2025-02-06T16:00:00Z,,,JOB-DATA-0008,0,completed,neutral,active,low,查看目标岗位及能力要求,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-09,USER-G011,feedback_submitted,2025-02-23T16:00:00Z,SKILL-009,,,0,completed,neutral,active,low,提交计划难度和推荐相关性反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-10,USER-G011,task_completed,2025-03-12T16:00:00Z,SKILL-012,RES-0545,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-11,USER-G011,project_completed,2025-03-29T16:00:00Z,SKILL-015,RES-0135,,8,completed,positive,progressing,low,完成项目、说明文档和复盘,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-12,USER-G011,profile_recalculated,2025-04-15T16:00:00Z,SKILL-041,,,0,completed,neutral,active,low,根据新证据重算画像与岗位匹配度,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-13,USER-G011,job_saved,2025-05-02T16:00:00Z,,,JOB-DATA-0013,0,completed,neutral,active,low,收藏一个模拟目标岗位,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-14,USER-G011,application_submitted,2025-05-19T16:00:00Z,,,JOB-DATA-0014,0,completed,neutral,active,low,向模拟岗位提交申请,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-15,USER-G011,interview_result,2025-06-05T16:00:00Z,,,JOB-DATA-0015,0,completed,disappointed,active,low,记录模拟面试反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-16,USER-G011,plan_adjusted,2025-06-22T16:00:00Z,SKILL-012,,,0,completed,neutral,plan_rebalanced,low,根据时间和反馈调整学习计划,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-17,USER-G011,skill_practice,2025-07-09T16:00:00Z,SKILL-015,RES-0135,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-18,USER-G011,inactivity,2025-07-26T16:00:00Z,SKILL-041,,,-4,attention_needed,frustrated,learning_stalled,medium,超过设定周期未产生学习证据，触发技能衰减,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-19,USER-G011,reminder_response,2025-08-12T16:00:00Z,SKILL-045,,,0,completed,neutral,active,low,响应任务提醒并更新完成状态,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-20,USER-G011,profile_recalculated,2025-08-29T16:00:00Z,SKILL-049,,,0,completed,neutral,active,low,根据新证据重算画像与岗位匹配度,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-21,USER-G011,onboarding,2025-09-15T16:00:00Z,,,,0,completed,neutral,active,low,完成基础信息和学习约束录入,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-22,USER-G011,skill_assessment,2025-10-02T16:00:00Z,SKILL-012,,,3,completed,positive,progressing,low,完成能力测评并生成可解释证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-23,USER-G011,course_started,2025-10-19T16:00:00Z,SKILL-015,RES-0128,,0,completed,neutral,active,low,开始一项与目标能力相关的课程,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-24,USER-G011,task_completed,2025-11-05T16:00:00Z,SKILL-041,RES-0034,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-25,USER-G011,skill_practice,2025-11-22T16:00:00Z,SKILL-045,RES-0001,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-26,USER-G011,course_completed,2025-12-09T16:00:00Z,SKILL-049,RES-0001,,6,completed,positive,progressing,low,完成课程并提交学习总结,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-27,USER-G011,project_started,2025-12-26T16:00:00Z,SKILL-009,RES-0129,,0,completed,neutral,active,low,启动实践项目并确认里程碑,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-28,USER-G011,job_viewed,2026-01-12T16:00:00Z,,,JOB-DATA-0008,0,completed,neutral,active,low,查看目标岗位及能力要求,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-29,USER-G011,feedback_submitted,2026-01-29T16:00:00Z,SKILL-015,,,0,completed,neutral,active,low,提交计划难度和推荐相关性反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G011-30,USER-G011,task_completed,2026-02-15T16:00:00Z,SKILL-041,RES-0034,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-01,USER-G012,onboarding,2024-10-10T16:00:00Z,,,,0,completed,neutral,active,low,完成基础信息和学习约束录入,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-02,USER-G012,skill_assessment,2024-10-27T16:00:00Z,SKILL-054,,,3,completed,positive,progressing,low,完成能力测评并生成可解释证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-03,USER-G012,course_started,2024-11-13T16:00:00Z,SKILL-010,RES-0130,,0,completed,neutral,active,low,开始一项与目标能力相关的课程,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-04,USER-G012,task_completed,2024-11-30T16:00:00Z,SKILL-018,RES-0138,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-05,USER-G012,skill_practice,2024-12-17T16:00:00Z,SKILL-021,RES-0141,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-06,USER-G012,course_completed,2025-01-03T16:00:00Z,SKILL-024,RES-0144,,6,completed,positive,progressing,low,完成课程并提交学习总结,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-07,USER-G012,project_started,2025-01-20T16:00:00Z,SKILL-036,RES-0029,,0,completed,neutral,active,low,启动实践项目并确认里程碑,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-08,USER-G012,job_viewed,2025-02-06T16:00:00Z,,,JOB-AI-ALG-0008,0,completed,neutral,active,low,查看目标岗位及能力要求,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-09,USER-G012,feedback_submitted,2025-02-23T16:00:00Z,SKILL-010,,,0,completed,neutral,active,low,提交计划难度和推荐相关性反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-10,USER-G012,task_completed,2025-03-12T16:00:00Z,SKILL-018,RES-0131,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-11,USER-G012,project_completed,2025-03-29T16:00:00Z,SKILL-021,RES-0134,,8,completed,positive,progressing,low,完成项目、说明文档和复盘,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-12,USER-G012,profile_recalculated,2025-04-15T16:00:00Z,SKILL-024,,,0,completed,neutral,active,low,根据新证据重算画像与岗位匹配度,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-13,USER-G012,job_saved,2025-05-02T16:00:00Z,,,JOB-AI-ALG-0013,0,completed,neutral,active,low,收藏一个模拟目标岗位,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-14,USER-G012,application_submitted,2025-05-19T16:00:00Z,,,JOB-AI-ALG-0014,0,completed,neutral,active,low,向模拟岗位提交申请,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-15,USER-G012,interview_result,2025-06-05T16:00:00Z,,,JOB-AI-ALG-0015,0,completed,disappointed,active,low,记录模拟面试反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-16,USER-G012,plan_adjusted,2025-06-22T16:00:00Z,SKILL-018,,,0,completed,neutral,plan_rebalanced,low,根据时间和反馈调整学习计划,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-17,USER-G012,skill_practice,2025-07-09T16:00:00Z,SKILL-021,RES-0134,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-18,USER-G012,inactivity,2025-07-26T16:00:00Z,SKILL-024,,,-4,attention_needed,frustrated,learning_stalled,medium,超过设定周期未产生学习证据，触发技能衰减,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-19,USER-G012,reminder_response,2025-08-12T16:00:00Z,SKILL-036,,,0,completed,neutral,active,low,响应任务提醒并更新完成状态,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-20,USER-G012,profile_recalculated,2025-08-29T16:00:00Z,SKILL-054,,,0,completed,neutral,active,low,根据新证据重算画像与岗位匹配度,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-21,USER-G012,onboarding,2025-09-15T16:00:00Z,,,,0,completed,neutral,active,low,完成基础信息和学习约束录入,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-22,USER-G012,skill_assessment,2025-10-02T16:00:00Z,SKILL-018,,,3,completed,positive,progressing,low,完成能力测评并生成可解释证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-23,USER-G012,course_started,2025-10-19T16:00:00Z,SKILL-021,RES-0134,,0,completed,neutral,active,low,开始一项与目标能力相关的课程,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-24,USER-G012,task_completed,2025-11-05T16:00:00Z,SKILL-024,RES-0144,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-25,USER-G012,skill_practice,2025-11-22T16:00:00Z,SKILL-036,RES-0029,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-26,USER-G012,course_completed,2025-12-09T16:00:00Z,SKILL-054,RES-0005,,6,completed,positive,progressing,low,完成课程并提交学习总结,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-27,USER-G012,project_started,2025-12-26T16:00:00Z,SKILL-010,RES-0130,,0,completed,neutral,active,low,启动实践项目并确认里程碑,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-28,USER-G012,job_viewed,2026-01-12T16:00:00Z,,,JOB-AI-ALG-0008,0,completed,neutral,active,low,查看目标岗位及能力要求,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-29,USER-G012,feedback_submitted,2026-01-29T16:00:00Z,SKILL-021,,,0,completed,neutral,active,low,提交计划难度和推荐相关性反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G012-30,USER-G012,task_completed,2026-02-15T16:00:00Z,SKILL-024,RES-0144,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
