resource_id,title,resource_type,provider,url,difficulty,estimated_hours,prerequisite_score,page_kind,metadata_scope,verified_individual_page,claim_level,summary
RES-0383,自然语言处理实践项目-263,synthetic_project,系统实践任务库,,advanced,39,70,synthetic,参赛团队生成,False,synthetic,围绕自然语言处理完成可运行成果、说明文档和复盘。
RES-0384,模型调优实践项目-264,synthetic_project,系统实践任务库,,beginner,40,20,synthetic,参赛团队生成,False,synthetic,围绕模型调优完成可运行成果、说明文档和复盘。
RES-0385,大模型基础实践项目-265,synthetic_project,系统实践任务库,,intermediate,6,50,synthetic,参赛团队生成,False,synthetic,围绕大模型基础完成可运行成果、说明文档和复盘。
RES-0386,提示词设计实践项目-266,synthetic_project,系统实践任务库,,advanced,7,70,synthetic,参赛团队生成,False,synthetic,围绕提示词设计完成可运行成果、说明文档和复盘。
RES-0387,RAG应用实践项目-267,synthetic_project,系统实践任务库,,beginner,8,20,synthetic,参赛团队生成,False,synthetic,围绕RAG应用完成可运行成果、说明文档和复盘。
RES-0388,向量数据库实践项目-268,synthetic_project,系统实践任务库,,intermediate,9,50,synthetic,参赛团队生成,False,synthetic,围绕向量数据库完成可运行成果、说明文档和复盘。
RES-0389,智能体开发实践项目-269,synthetic_project,系统实践任务库,,advanced,10,70,synthetic,参赛团队生成,False,synthetic,围绕智能体开发完成可运行成果、说明文档和复盘。
RES-0390,MCP与工具调用实践项目-270,synthetic_project,系统实践任务库,,beginner,11,20,synthetic,参赛团队生成,False,synthetic,围绕MCP与工具调用完成可运行成果、说明文档和复盘。
RES-0391,模型微调实践项目-271,synthetic_project,系统实践任务库,,intermediate,12,50,synthetic,参赛团队生成,False,synthetic,围绕模型微调完成可运行成果、说明文档和复盘。
RES-0392,AI安全与评测实践项目-272,synthetic_project,系统实践任务库,,advanced,13,70,synthetic,参赛团队生成,False,synthetic,围绕AI安全与评测完成可运行成果、说明文档和复盘。
RES-0393,Git版本控制实践项目-273,synthetic_project,系统实践任务库,,beginner,14,20,synthetic,参赛团队生成,False,synthetic,围绕Git版本控制完成可运行成果、说明文档和复盘。
RES-0394,API设计实践项目-274,synthetic_project,系统实践任务库,,intermediate,15,50,synthetic,参赛团队生成,False,synthetic,围绕API设计完成可运行成果、说明文档和复盘。
RES-0395,后端服务开发实践项目-275,synthetic_project,系统实践任务库,,advanced,16,70,synthetic,参赛团队生成,False,synthetic,围绕后端服务开发完成可运行成果、说明文档和复盘。
RES-0396,Docker容器实践项目-276,synthetic_project,系统实践任务库,,beginner,17,20,synthetic,参赛团队生成,False,synthetic,围绕Docker容器完成可运行成果、说明文档和复盘。
RES-0397,CI/CD实践项目-277,synthetic_project,系统实践任务库,,intermediate,18,50,synthetic,参赛团队生成,False,synthetic,围绕CI/CD完成可运行成果、说明文档和复盘。
RES-0398,云端部署实践项目-278,synthetic_project,系统实践任务库,,advanced,19,70,synthetic,参赛团队生成,False,synthetic,围绕云端部署完成可运行成果、说明文档和复盘。
RES-0399,监控与可观测性实践项目-279,synthetic_project,系统实践任务库,,beginner,20,20,synthetic,参赛团队生成,False,synthetic,围绕监控与可观测性完成可运行成果、说明文档和复盘。
RES-0400,数据工程管道实践项目-280,synthetic_project,系统实践任务库,,intermediate,21,50,synthetic,参赛团队生成,False,synthetic,围绕数据工程管道完成可运行成果、说明文档和复盘。
RES-0401,问题拆解实践项目-281,synthetic_project,系统实践任务库,,advanced,22,70,synthetic,参赛团队生成,False,synthetic,围绕问题拆解完成可运行成果、说明文档和复盘。
RES-0402,系统思维实践项目-282,synthetic_project,系统实践任务库,,beginner,23,20,synthetic,参赛团队生成,False,synthetic,围绕系统思维完成可运行成果、说明文档和复盘。
RES-0403,需求分析实践项目-283,synthetic_project,系统实践任务库,,intermediate,24,50,synthetic,参赛团队生成,False,synthetic,围绕需求分析完成可运行成果、说明文档和复盘。
RES-0404,用户研究实践项目-284,synthetic_project,系统实践任务库,,advanced,25,70,synthetic,参赛团队生成,False,synthetic,围绕用户研究完成可运行成果、说明文档和复盘。
RES-0405,指标设计实践项目-285,synthetic_project,系统实践任务库,,beginner,26,20,synthetic,参赛团队生成,False,synthetic,围绕指标设计完成可运行成果、说明文档和复盘。
RES-0406,业务理解实践项目-286,synthetic_project,系统实践任务库,,intermediate,27,50,synthetic,参赛团队生成,False,synthetic,围绕业务理解完成可运行成果、说明文档和复盘。
RES-0407,创新与方案比较实践项目-287,synthetic_project,系统实践任务库,,advanced,28,70,synthetic,参赛团队生成,False,synthetic,围绕创新与方案比较完成可运行成果、说明文档和复盘。
RES-0408,书面沟通实践项目-288,synthetic_project,系统实践任务库,,beginner,29,20,synthetic,参赛团队生成,False,synthetic,围绕书面沟通完成可运行成果、说明文档和复盘。
RES-0409,表达与汇报实践项目-289,synthetic_project,系统实践任务库,,intermediate,30,50,synthetic,参赛团队生成,False,synthetic,围绕表达与汇报完成可运行成果、说明文档和复盘。
RES-0410,跨岗位沟通实践项目-290,synthetic_project,系统实践任务库,,advanced,31,70,synthetic,参赛团队生成,False,synthetic,围绕跨岗位沟通完成可运行成果、说明文档和复盘。
RES-0411,远程协作实践项目-291,synthetic_project,系统实践任务库,,beginner,32,20,synthetic,参赛团队生成,False,synthetic,围绕远程协作完成可运行成果、说明文档和复盘。
RES-0412,团队协作实践项目-292,synthetic_project,系统实践任务库,,intermediate,33,50,synthetic,参赛团队生成,False,synthetic,围绕团队协作完成可运行成果、说明文档和复盘。
RES-0413,时间管理实践项目-293,synthetic_project,系统实践任务库,,advanced,34,70,synthetic,参赛团队生成,False,synthetic,围绕时间管理完成可运行成果、说明文档和复盘。
RES-0414,职业伦理与隐私实践项目-294,synthetic_project,系统实践任务库,,beginner,35,20,synthetic,参赛团队生成,False,synthetic,围绕职业伦理与隐私完成可运行成果、说明文档和复盘。
RES-0415,自主学习实践项目-295,synthetic_project,系统实践任务库,,intermediate,36,50,synthetic,参赛团队生成,False,synthetic,围绕自主学习完成可运行成果、说明文档和复盘。
RES-0416,知识管理实践项目-296,synthetic_project,系统实践任务库,,advanced,37,70,synthetic,参赛团队生成,False,synthetic,围绕知识管理完成可运行成果、说明文档和复盘。
RES-0417,项目规划实践项目-297,synthetic_project,系统实践任务库,,beginner,38,20,synthetic,参赛团队生成,False,synthetic,围绕项目规划完成可运行成果、说明文档和复盘。
RES-0418,项目交付实践项目-298,synthetic_project,系统实践任务库,,intermediate,39,50,synthetic,参赛团队生成,False,synthetic,围绕项目交付完成可运行成果、说明文档和复盘。
RES-0419,复盘与反馈实践项目-299,synthetic_project,系统实践任务库,,advanced,40,70,synthetic,参赛团队生成,False,synthetic,围绕复盘与反馈完成可运行成果、说明文档和复盘。
RES-0420,职业探索实践项目-300,synthetic_project,系统实践任务库,,beginner,6,20,synthetic,参赛团队生成,False,synthetic,围绕职业探索完成可运行成果、说明文档和复盘。
RES-0421,Python编程能力测评-001,synthetic_assessment,系统能力测评中心,,intermediate,2,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证Python编程，结果仅用于学习建议。
RES-0422,数据结构与算法能力测评-002,synthetic_assessment,系统能力测评中心,,advanced,3,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证数据结构与算法，结果仅用于学习建议。
RES-0423,面向对象设计能力测评-003,synthetic_assessment,系统能力测评中心,,beginner,4,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证面向对象设计，结果仅用于学习建议。
RES-0424,计算机系统基础能力测评-004,synthetic_assessment,系统能力测评中心,,intermediate,5,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证计算机系统基础，结果仅用于学习建议。
RES-0425,计算机网络能力测评-005,synthetic_assessment,系统能力测评中心,,advanced,1,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证计算机网络，结果仅用于学习建议。
RES-0426,Linux使用能力测评-006,synthetic_assessment,系统能力测评中心,,beginner,2,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证Linux使用，结果仅用于学习建议。
RES-0427,软件工程能力测评-007,synthetic_assessment,系统能力测评中心,,intermediate,3,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证软件工程，结果仅用于学习建议。
RES-0428,测试与调试能力测评-008,synthetic_assessment,系统能力测评中心,,advanced,4,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证测试与调试，结果仅用于学习建议。
RES-0429,SQL能力测评-009,synthetic_assessment,系统能力测评中心,,beginner,5,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证SQL，结果仅用于学习建议。
RES-0430,数据清洗能力测评-010,synthetic_assessment,系统能力测评中心,,intermediate,1,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证数据清洗，结果仅用于学习建议。
RES-0431,统计学基础能力测评-011,synthetic_assessment,系统能力测评中心,,advanced,2,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证统计学基础，结果仅用于学习建议。
RES-0432,探索性数据分析能力测评-012,synthetic_assessment,系统能力测评中心,,beginner,3,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证探索性数据分析，结果仅用于学习建议。
RES-0433,数据可视化能力测评-013,synthetic_assessment,系统能力测评中心,,intermediate,4,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证数据可视化，结果仅用于学习建议。
RES-0434,Excel与BI工具能力测评-014,synthetic_assessment,系统能力测评中心,,advanced,5,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证Excel与BI工具，结果仅用于学习建议。
RES-0435,数据建模能力测评-015,synthetic_assessment,系统能力测评中心,,beginner,1,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证数据建模，结果仅用于学习建议。
RES-0436,实验与A/B测试能力测评-016,synthetic_assessment,系统能力测评中心,,intermediate,2,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证实验与A/B测试，结果仅用于学习建议。
RES-0437,线性代数能力测评-017,synthetic_assessment,系统能力测评中心,,advanced,3,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证线性代数，结果仅用于学习建议。
RES-0438,微积分与优化能力测评-018,synthetic_assessment,系统能力测评中心,,beginner,4,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证微积分与优化，结果仅用于学习建议。
RES-0439,机器学习能力测评-019,synthetic_assessment,系统能力测评中心,,intermediate,5,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证机器学习，结果仅用于学习建议。
RES-0440,特征工程能力测评-020,synthetic_assessment,系统能力测评中心,,advanced,1,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证特征工程，结果仅用于学习建议。
RES-0441,模型评估能力测评-021,synthetic_assessment,系统能力测评中心,,beginner,2,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证模型评估，结果仅用于学习建议。
RES-0442,深度学习能力测评-022,synthetic_assessment,系统能力测评中心,,intermediate,3,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证深度学习，结果仅用于学习建议。
RES-0443,自然语言处理能力测评-023,synthetic_assessment,系统能力测评中心,,advanced,4,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证自然语言处理，结果仅用于学习建议。
RES-0444,模型调优能力测评-024,synthetic_assessment,系统能力测评中心,,beginner,5,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证模型调优，结果仅用于学习建议。
RES-0445,大模型基础能力测评-025,synthetic_assessment,系统能力测评中心,,intermediate,1,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证大模型基础，结果仅用于学习建议。
RES-0446,提示词设计能力测评-026,synthetic_assessment,系统能力测评中心,,advanced,2,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证提示词设计，结果仅用于学习建议。
RES-0447,RAG应用能力测评-027,synthetic_assessment,系统能力测评中心,,beginner,3,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证RAG应用，结果仅用于学习建议。
RES-0448,向量数据库能力测评-028,synthetic_assessment,系统能力测评中心,,intermediate,4,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证向量数据库，结果仅用于学习建议。
RES-0449,智能体开发能力测评-029,synthetic_assessment,系统能力测评中心,,advanced,5,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证智能体开发，结果仅用于学习建议。
RES-0450,MCP与工具调用能力测评-030,synthetic_assessment,系统能力测评中心,,beginner,1,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证MCP与工具调用，结果仅用于学习建议。
RES-0451,模型微调能力测评-031,synthetic_assessment,系统能力测评中心,,intermediate,2,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证模型微调，结果仅用于学习建议。
RES-0452,AI安全与评测能力测评-032,synthetic_assessment,系统能力测评中心,,advanced,3,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证AI安全与评测，结果仅用于学习建议。
RES-0453,Git版本控制能力测评-033,synthetic_assessment,系统能力测评中心,,beginner,4,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证Git版本控制，结果仅用于学习建议。
RES-0454,API设计能力测评-034,synthetic_assessment,系统能力测评中心,,intermediate,5,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证API设计，结果仅用于学习建议。
RES-0455,后端服务开发能力测评-035,synthetic_assessment,系统能力测评中心,,advanced,1,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证后端服务开发，结果仅用于学习建议。
RES-0456,Docker容器能力测评-036,synthetic_assessment,系统能力测评中心,,beginner,2,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证Docker容器，结果仅用于学习建议。
RES-0457,CI/CD能力测评-037,synthetic_assessment,系统能力测评中心,,intermediate,3,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证CI/CD，结果仅用于学习建议。
RES-0458,云端部署能力测评-038,synthetic_assessment,系统能力测评中心,,advanced,4,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证云端部署，结果仅用于学习建议。
RES-0459,监控与可观测性能力测评-039,synthetic_assessment,系统能力测评中心,,beginner,5,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证监控与可观测性，结果仅用于学习建议。
RES-0460,数据工程管道能力测评-040,synthetic_assessment,系统能力测评中心,,intermediate,1,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证数据工程管道，结果仅用于学习建议。
RES-0461,问题拆解能力测评-041,synthetic_assessment,系统能力测评中心,,advanced,2,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证问题拆解，结果仅用于学习建议。
RES-0462,系统思维能力测评-042,synthetic_assessment,系统能力测评中心,,beginner,3,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证系统思维，结果仅用于学习建议。
RES-0463,需求分析能力测评-043,synthetic_assessment,系统能力测评中心,,intermediate,4,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证需求分析，结果仅用于学习建议。
RES-0464,用户研究能力测评-044,synthetic_assessment,系统能力测评中心,,advanced,5,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证用户研究，结果仅用于学习建议。
RES-0465,指标设计能力测评-045,synthetic_assessment,系统能力测评中心,,beginner,1,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证指标设计，结果仅用于学习建议。
RES-0466,业务理解能力测评-046,synthetic_assessment,系统能力测评中心,,intermediate,2,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证业务理解，结果仅用于学习建议。
RES-0467,创新与方案比较能力测评-047,synthetic_assessment,系统能力测评中心,,advanced,3,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证创新与方案比较，结果仅用于学习建议。
RES-0468,书面沟通能力测评-048,synthetic_assessment,系统能力测评中心,,beginner,4,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证书面沟通，结果仅用于学习建议。
RES-0469,表达与汇报能力测评-049,synthetic_assessment,系统能力测评中心,,intermediate,5,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证表达与汇报，结果仅用于学习建议。
RES-0470,跨岗位沟通能力测评-050,synthetic_assessment,系统能力测评中心,,advanced,1,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证跨岗位沟通，结果仅用于学习建议。
RES-0471,远程协作能力测评-051,synthetic_assessment,系统能力测评中心,,beginner,2,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证远程协作，结果仅用于学习建议。
RES-0472,团队协作能力测评-052,synthetic_assessment,系统能力测评中心,,intermediate,3,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证团队协作，结果仅用于学习建议。
RES-0473,时间管理能力测评-053,synthetic_assessment,系统能力测评中心,,advanced,4,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证时间管理，结果仅用于学习建议。
RES-0474,职业伦理与隐私能力测评-054,synthetic_assessment,系统能力测评中心,,beginner,5,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证职业伦理与隐私，结果仅用于学习建议。
RES-0475,自主学习能力测评-055,synthetic_assessment,系统能力测评中心,,intermediate,1,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证自主学习，结果仅用于学习建议。
RES-0476,知识管理能力测评-056,synthetic_assessment,系统能力测评中心,,advanced,2,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证知识管理，结果仅用于学习建议。
RES-0477,项目规划能力测评-057,synthetic_assessment,系统能力测评中心,,beginner,3,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证项目规划，结果仅用于学习建议。
RES-0478,项目交付能力测评-058,synthetic_assessment,系统能力测评中心,,intermediate,4,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证项目交付，结果仅用于学习建议。
RES-0479,复盘与反馈能力测评-059,synthetic_assessment,系统能力测评中心,,advanced,5,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证复盘与反馈，结果仅用于学习建议。
RES-0480,职业探索能力测评-060,synthetic_assessment,系统能力测评中心,,beginner,1,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证职业探索，结果仅用于学习建议。
RES-0481,Python编程能力测评-061,synthetic_assessment,系统能力测评中心,,intermediate,2,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证Python编程，结果仅用于学习建议。
RES-0482,数据结构与算法能力测评-062,synthetic_assessment,系统能力测评中心,,advanced,3,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证数据结构与算法，结果仅用于学习建议。
RES-0483,面向对象设计能力测评-063,synthetic_assessment,系统能力测评中心,,beginner,4,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证面向对象设计，结果仅用于学习建议。
RES-0484,计算机系统基础能力测评-064,synthetic_assessment,系统能力测评中心,,intermediate,5,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证计算机系统基础，结果仅用于学习建议。
RES-0485,计算机网络能力测评-065,synthetic_assessment,系统能力测评中心,,advanced,1,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证计算机网络，结果仅用于学习建议。
RES-0486,Linux使用能力测评-066,synthetic_assessment,系统能力测评中心,,beginner,2,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证Linux使用，结果仅用于学习建议。
RES-0487,软件工程能力测评-067,synthetic_assessment,系统能力测评中心,,intermediate,3,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证软件工程，结果仅用于学习建议。
RES-0488,测试与调试能力测评-068,synthetic_assessment,系统能力测评中心,,advanced,4,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证测试与调试，结果仅用于学习建议。
RES-0489,SQL能力测评-069,synthetic_assessment,系统能力测评中心,,beginner,5,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证SQL，结果仅用于学习建议。
RES-0490,数据清洗能力测评-070,synthetic_assessment,系统能力测评中心,,intermediate,1,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证数据清洗，结果仅用于学习建议。
RES-0491,统计学基础能力测评-071,synthetic_assessment,系统能力测评中心,,advanced,2,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证统计学基础，结果仅用于学习建议。
RES-0492,探索性数据分析能力测评-072,synthetic_assessment,系统能力测评中心,,beginner,3,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证探索性数据分析，结果仅用于学习建议。
RES-0493,数据可视化能力测评-073,synthetic_assessment,系统能力测评中心,,intermediate,4,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证数据可视化，结果仅用于学习建议。
RES-0494,Excel与BI工具能力测评-074,synthetic_assessment,系统能力测评中心,,advanced,5,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证Excel与BI工具，结果仅用于学习建议。
RES-0495,数据建模能力测评-075,synthetic_assessment,系统能力测评中心,,beginner,1,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证数据建模，结果仅用于学习建议。
RES-0496,实验与A/B测试能力测评-076,synthetic_assessment,系统能力测评中心,,intermediate,2,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证实验与A/B测试，结果仅用于学习建议。
RES-0497,线性代数能力测评-077,synthetic_assessment,系统能力测评中心,,advanced,3,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证线性代数，结果仅用于学习建议。
RES-0498,微积分与优化能力测评-078,synthetic_assessment,系统能力测评中心,,beginner,4,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证微积分与优化，结果仅用于学习建议。
RES-0499,机器学习能力测评-079,synthetic_assessment,系统能力测评中心,,intermediate,5,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证机器学习，结果仅用于学习建议。
RES-0500,特征工程能力测评-080,synthetic_assessment,系统能力测评中心,,advanced,1,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证特征工程，结果仅用于学习建议。
RES-0501,模型评估能力测评-081,synthetic_assessment,系统能力测评中心,,beginner,2,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证模型评估，结果仅用于学习建议。
RES-0502,深度学习能力测评-082,synthetic_assessment,系统能力测评中心,,intermediate,3,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证深度学习，结果仅用于学习建议。
RES-0503,自然语言处理能力测评-083,synthetic_assessment,系统能力测评中心,,advanced,4,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证自然语言处理，结果仅用于学习建议。
RES-0504,模型调优能力测评-084,synthetic_assessment,系统能力测评中心,,beginner,5,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证模型调优，结果仅用于学习建议。
RES-0505,大模型基础能力测评-085,synthetic_assessment,系统能力测评中心,,intermediate,1,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证大模型基础，结果仅用于学习建议。
RES-0506,提示词设计能力测评-086,synthetic_assessment,系统能力测评中心,,advanced,2,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证提示词设计，结果仅用于学习建议。
RES-0507,RAG应用能力测评-087,synthetic_assessment,系统能力测评中心,,beginner,3,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证RAG应用，结果仅用于学习建议。
RES-0508,向量数据库能力测评-088,synthetic_assessment,系统能力测评中心,,intermediate,4,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证向量数据库，结果仅用于学习建议。
RES-0509,智能体开发能力测评-089,synthetic_assessment,系统能力测评中心,,advanced,5,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证智能体开发，结果仅用于学习建议。
RES-0510,MCP与工具调用能力测评-090,synthetic_assessment,系统能力测评中心,,beginner,1,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证MCP与工具调用，结果仅用于学习建议。
RES-0511,模型微调能力测评-091,synthetic_assessment,系统能力测评中心,,intermediate,2,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证模型微调，结果仅用于学习建议。
RES-0512,AI安全与评测能力测评-092,synthetic_assessment,系统能力测评中心,,advanced,3,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证AI安全与评测，结果仅用于学习建议。
RES-0513,Git版本控制能力测评-093,synthetic_assessment,系统能力测评中心,,beginner,4,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证Git版本控制，结果仅用于学习建议。
RES-0514,API设计能力测评-094,synthetic_assessment,系统能力测评中心,,intermediate,5,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证API设计，结果仅用于学习建议。
RES-0515,后端服务开发能力测评-095,synthetic_assessment,系统能力测评中心,,advanced,1,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证后端服务开发，结果仅用于学习建议。
RES-0516,Docker容器能力测评-096,synthetic_assessment,系统能力测评中心,,beginner,2,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证Docker容器，结果仅用于学习建议。
RES-0517,CI/CD能力测评-097,synthetic_assessment,系统能力测评中心,,intermediate,3,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证CI/CD，结果仅用于学习建议。
RES-0518,云端部署能力测评-098,synthetic_assessment,系统能力测评中心,,advanced,4,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证云端部署，结果仅用于学习建议。
RES-0519,监控与可观测性能力测评-099,synthetic_assessment,系统能力测评中心,,beginner,5,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证监控与可观测性，结果仅用于学习建议。
RES-0520,数据工程管道能力测评-100,synthetic_assessment,系统能力测评中心,,intermediate,1,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证数据工程管道，结果仅用于学习建议。
RES-0521,问题拆解能力测评-101,synthetic_assessment,系统能力测评中心,,advanced,2,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证问题拆解，结果仅用于学习建议。
RES-0522,系统思维能力测评-102,synthetic_assessment,系统能力测评中心,,beginner,3,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证系统思维，结果仅用于学习建议。
RES-0523,需求分析能力测评-103,synthetic_assessment,系统能力测评中心,,intermediate,4,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证需求分析，结果仅用于学习建议。
RES-0524,用户研究能力测评-104,synthetic_assessment,系统能力测评中心,,advanced,5,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证用户研究，结果仅用于学习建议。
RES-0525,指标设计能力测评-105,synthetic_assessment,系统能力测评中心,,beginner,1,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证指标设计，结果仅用于学习建议。
RES-0526,业务理解能力测评-106,synthetic_assessment,系统能力测评中心,,intermediate,2,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证业务理解，结果仅用于学习建议。
RES-0527,创新与方案比较能力测评-107,synthetic_assessment,系统能力测评中心,,advanced,3,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证创新与方案比较，结果仅用于学习建议。
RES-0528,书面沟通能力测评-108,synthetic_assessment,系统能力测评中心,,beginner,4,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证书面沟通，结果仅用于学习建议。
RES-0529,表达与汇报能力测评-109,synthetic_assessment,系统能力测评中心,,intermediate,5,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证表达与汇报，结果仅用于学习建议。
RES-0530,跨岗位沟通能力测评-110,synthetic_assessment,系统能力测评中心,,advanced,1,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证跨岗位沟通，结果仅用于学习建议。
RES-0531,远程协作能力测评-111,synthetic_assessment,系统能力测评中心,,beginner,2,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证远程协作，结果仅用于学习建议。
RES-0532,团队协作能力测评-112,synthetic_assessment,系统能力测评中心,,intermediate,3,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证团队协作，结果仅用于学习建议。
RES-0533,时间管理能力测评-113,synthetic_assessment,系统能力测评中心,,advanced,4,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证时间管理，结果仅用于学习建议。
RES-0534,职业伦理与隐私能力测评-114,synthetic_assessment,系统能力测评中心,,beginner,5,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证职业伦理与隐私，结果仅用于学习建议。
